feature,target,n,pearson_r,pearson_p,granger_p_min,pearson_p_bh,granger_p_bh
emo_excitement_euphoria,^GSPC__fwd_3m,329,0.32123155931063874,2.473195866289163e-09,0.015082878232318016,7.253844805588622e-08,0.14687901151430865
emo_pessimism_despair,ETH-USD__fwd_3m,329,0.3206681615471327,2.646118069410461e-09,0.11544315129458646,7.253844805588622e-08,0.32938043485315516
emo_anger_disgust,QQQ__fwd_3m,329,0.3202731116037466,2.7743007442297238e-09,0.2522695116336675,7.253844805588622e-08,0.44005440091153797
emo_anger_disgust,^IXIC__fwd_3m,329,0.3201858423967509,2.8034182823530906e-09,0.30156995485747073,7.253844805588622e-08,0.48142658603210625
net_valence,SPY__fwd_3m,329,-0.3180906854839754,3.5984315890215225e-09,0.6896464180654052,8.938504067129462e-08,0.7345483524539261
net_valence,^GSPC__fwd_3m,329,-0.3162807116594051,4.457680439341356e-09,0.6524490680527791,1.0646998280119162e-07,0.7133315915720101
emo_confusion_uncertainty,^IXIC__fwd_3m,329,0.3142466709477113,5.660797132181948e-09,0.37239497632982316,1.301983340401848e-07,0.5370986279006638
emo_confusion_uncertainty,QQQ__fwd_3m,329,0.3127459872602821,6.744297337675329e-09,0.38658985274752766,1.4957888023915642e-07,0.5443816293791716
emo_optimism_confidence,ETH-USD__fwd_3m,329,0.3093869823956007,9.946046568060338e-09,0.14563471570787417,2.1298258340570588e-07,0.3519033402902329
cell_anger_disgust__fiscal_taxes,^IXIC__fwd_3m,329,0.303805247675596,1.87655196127789e-08,0.35502155739221625,3.8844625598452326e-07,0.5224369363520528
cell_anger_disgust__fiscal_taxes,QQQ__fwd_3m,329,0.2974098662981904,3.821250907840659e-08,0.3371875568806327,7.654828431513062e-07,0.5045625851153563
emo_confusion_uncertainty,SPY__fwd_3m,329,0.2943689002698293,5.3265170527107527e-08,0.6360921133865486,1.0167477200923563e-06,0.7041349001452563
emo_optimism_confidence,^IXIC__fwd_3m,329,0.29423755378477123,5.403007208220251e-08,0.2707803909443899,1.0167477200923563e-06,0.45473082193328856
emo_confusion_uncertainty,^GSPC__fwd_3m,329,0.2911929698640161,7.50408542741704e-08,0.6524514396343023,1.3705991324782298e-06,0.7133315915720101
cell_anger_disgust__fiscal_taxes,SPY__fwd_3m,329,0.2883805441017262,1.0129815799490037e-07,0.6318875989661443,1.7973187461380894e-06,0.7041349001452563
emo_optimism_confidence,QQQ__fwd_3m,329,0.28722559010970977,1.1447283748041799e-07,0.25601082617665477,1.9746564465372104e-06,0.4440858185913481
cell_anger_disgust__fiscal_taxes,^GSPC__fwd_3m,329,0.2863164278003695,1.2598979730292731e-07,0.6265849019692453,2.1145855168950775e-06,0.7010977011223448
emo_anger_disgust,SPY__fwd_3m,329,0.2830871479987702,1.7661407616782958e-07,0.6050529431059962,2.886245823690057e-06,0.6881646111150617
cell_fear_anxiety__markets_themselves,QQQ__fwd_3m,329,0.2812369367138223,2.1391411073129277e-07,0.09462624061316394,3.355502160088126e-06,0.3014953362795816
emo_anger_disgust,^GSPC__fwd_3m,329,0.281136799786507,2.1613540483659425e-07,0.5732503826117746,3.355502160088126e-06,0.6691512924847971
cell_fear_anxiety__markets_themselves,^IXIC__fwd_3m,329,0.279213874361482,2.6335245692441385e-07,0.046243817023792745,3.9694084462224656e-06,0.220554434492371
share_confusion_uncertainty,BTC-USD__fwd_3m,329,-0.27902606840828664,2.684624069908914e-07,0.22438653901609762,3.9694084462224656e-06,0.41104436793214344
emo_surprise,QQQ__fwd_3m,329,0.2772740773058786,3.2095505891762775e-07,0.07366143517910081,4.635188176461554e-06,0.27084925296054685
emo_excitement_euphoria,ETH-USD__fwd_3m,329,0.27451811320637104,4.2399960602333145e-07,0.048544113372837115,5.984176257738383e-06,0.22256847432199683
emo_surprise,^IXIC__fwd_3m,329,0.2717765901827602,5.576251307938983e-07,0.04215088377921307,7.695226804955796e-06,0.20969525811331866
emo_optimism_confidence,SPY__fwd_3m,329,0.2708612353887936,6.106284970743144e-07,0.5461979603583841,8.243484710503245e-06,0.654804890699916
cell_fear_anxiety__markets_themselves,SPY__fwd_3m,329,0.2691818514711368,7.20694246288683e-07,0.03999865242577019,9.522364403090896e-06,0.20699302630336075
emo_optimism_confidence,^GSPC__fwd_3m,329,0.2685778931185426,7.647444263449438e-07,0.525611478859483,9.812499004613189e-06,0.6387568069897044
share_confusion_uncertainty,ETH-USD__fwd_3m,329,-0.26845188248525004,7.742551549533757e-07,0.1487494646205217,9.812499004613189e-06,0.353953717623069
emo_fear_anxiety,QQQ__fwd_1m,329,0.2681687316560117,7.960416103594247e-07,0.11918237809361737,9.886836800664055e-06,0.32938043485315516
emo_fear_anxiety,^IXIC__fwd_1m,329,0.2666895925774693,9.197464189284056e-07,0.1203073615696396,1.1199265218716467e-05,0.32938043485315516
cell_fear_anxiety__markets_themselves,^GSPC__fwd_3m,329,0.26385746237359253,1.2098659792841073e-06,0.035159558600477696,1.4448591791065975e-05,0.19849168991724225
cell_optimism_confidence__growth_gdp,SPY__fwd_3m,329,0.26330971476038706,1.2752865660345541e-06,0.11657137032281302,1.494250863221619e-05,0.32938043485315516
cell_anger_disgust__fiscal_taxes,BTC-USD__fwd_3m,329,0.2628717840935058,1.3300141934341481e-06,0.009177295241704237,1.5295163224492704e-05,0.13224500077974471
emo_surprise,SPY__fwd_3m,329,0.2602558449737354,1.7068021607898965e-06,0.01509003985850511,1.905892873209091e-05,0.14687901151430865
cell_optimism_confidence__growth_gdp,^GSPC__fwd_3m,329,0.2601827133104606,1.7186795636024008e-06,0.1172936315887628,1.905892873209091e-05,0.32938043485315516
emo_surprise,^GSPC__fwd_3m,329,0.2585550055022188,2.004441922615958e-06,0.014935921328094024,2.1506274719782425e-05,0.14687901151430865
emo_pessimism_despair,QQQ__fwd_1m,329,0.2585328019101689,2.0086375744724325e-06,0.009459047462586363,2.1506274719782425e-05,0.13224500077974471
emo_confusion_uncertainty,ETH-USD__fwd_3m,329,0.2574395499597786,2.225930772405256e-06,0.3413771692543278,2.3428864570570575e-05,0.5081449553587706
emo_pessimism_despair,^IXIC__fwd_1m,329,0.2568453407903775,2.3532812119808672e-06,0.009226404225044683,2.4356460544001977e-05,0.13224500077974471
