feature,target,n,pearson_r,pearson_p,granger_p_min,pearson_p_bh,granger_p_bh
share_confusion_uncertainty,^VIX__fwd_3m,431,0.02183333507937298,0.6512622472053434,0.708503196475767,0.9992476446617728,0.775979691378221
emo_fear_anxiety,^IXIC__fwd_3m,431,-0.021822603645604573,0.6514223447079833,0.11061896274730597,0.9992476446617728,0.375379103093317
emo_optimism_confidence,SPY__fwd_3m,431,-0.0216475705255525,0.654035842914006,0.13474261736349527,0.9992476446617728,0.3910054457136942
emo_pessimism_despair,ETH-USD__fwd_3m,432,-0.021445384054839235,0.6566857549792074,0.0904474554811182,0.9992476446617728,0.3471379049489903
emo_fear_anxiety,ETH-USD__fwd_3m,432,-0.02137042800365862,0.6578093890150813,0.029923724148729423,0.9992476446617728,0.1949136806644528
share_optimism_confidence,BTC-USD__fwd_1w,444,0.02107200686556082,0.6579015468067181,0.5391677224690514,0.9992476446617728,0.6833125625577162
emo_confusion_uncertainty,BTC-USD__fwd_1w,444,0.021038292446590827,0.6584142369701639,0.12584117113344587,0.9992476446617728,0.3872186612940203
share_pessimism_despair,^VIX__fwd_1w,443,0.021052668017588035,0.6585583482846606,0.03829491358550626,0.9992476446617728,0.2146415599550254
cell_fear_anxiety__monetary_policy,GLD__fwd_1m,440,0.020971442122474707,0.6608806832652417,0.22653300602856713,0.9992476446617728,0.46502885927624094
cell_fear_anxiety__markets_themselves,BTC-USD__fwd_1m,441,0.020742086063689272,0.6640021483181774,0.5172811635605703,0.9992476446617728,0.6627011855375323
cell_fear_anxiety__inflation,ETH-USD__fwd_3m,432,-0.020543423190171967,0.6702573556302494,0.4281484680035314,0.9992476446617728,0.6042731787049841
emo_surprise,^GSPC__fwd_1m,440,-0.020337365308940165,0.6705227608060962,0.18785688892232033,0.9992476446617728,0.43856815045398845
emo_excitement_euphoria,GC=F__fwd_1m,440,0.020333031095711888,0.6705888576739657,0.13802894011459318,0.9992476446617728,0.394363511648599
cell_optimism_confidence__growth_gdp,GC=F__fwd_3m,431,0.020500378921807907,0.6712686191619298,0.13894322736053671,0.9992476446617728,0.394363511648599
cell_fear_anxiety__inflation,BTC-USD__fwd_1m,441,-0.020179441909122183,0.6725808590779322,0.24216147634905483,0.9992476446617728,0.4670257043874629
net_valence_mean,BTC-USD__fwd_1w,444,0.020093456897615717,0.6728465611056964,0.3094803681883557,0.9992476446617728,0.5138698092111468
share_fear_anxiety,GC=F__fwd_1w,443,0.020000338498109508,0.6746234756868436,0.31842107474332165,0.9992476446617728,0.5159737996470739
share_pessimism_despair,QQQ__fwd_3m,431,0.02023485211619561,0.6752823740228042,0.26150231150896636,0.9992476446617728,0.48602985576238406
share_optimism_confidence,SPY__fwd_3m,431,-0.020099120733719257,0.677337684520945,0.2454053322517572,0.9992476446617728,0.4674745746268136
share_optimism_confidence,^GSPC__fwd_3m,431,-0.020061347590870842,0.6779100906438976,0.23168146035315682,0.9992476446617728,0.465171729863045
share_confusion_uncertainty,GC=F__fwd_1m,440,-0.019768608829069678,0.6792178575057168,0.39153184554042125,0.9992476446617728,0.5707541692032901
share_optimism_confidence,GLD__fwd_1w,443,0.01965450546497932,0.679935935276468,0.30100423897658807,0.9992476446617728,0.5065681094971848
cell_fear_anxiety__inflation,^VIX__fwd_1m,440,0.019680802855783608,0.6805640618051799,0.006542824704478817,0.9992476446617728,0.0949714427459045
net_valence,QQQ__fwd_3m,431,-0.01974938377008382,0.6826445822952569,0.35753177509472,0.9992476446617728,0.5492769847806899
net_valence_mean,^IXIC__fwd_1w,443,0.019471478226608187,0.6827539209272674,0.39022721985585107,0.9992476446617728,0.5707541692032901
emo_anger_disgust,QQQ__fwd_1w,443,-0.019428106904305062,0.6834223372868743,0.6684818320028104,0.9992476446617728,0.7558308148666191
share_excitement_euphoria,^IXIC__fwd_1m,440,0.01915924183823824,0.6885812098517691,0.658159069531994,0.9992476446617728,0.7537511186777172
share_optimism_confidence,ETH-USD__fwd_1m,441,-0.018941717089790828,0.691601463558361,0.16610374783423748,0.9992476446617728,0.4102018341468006
share_anger_disgust,^IXIC__fwd_1w,443,-0.018880836347671938,0.6918776895800994,0.27558738914324676,0.9992476446617728,0.49319818057047904
share_anger_disgust,^GSPC__fwd_1w,443,-0.01883914819412382,0.6925233613502164,0.32790705337430615,0.9992476446617728,0.5221289234498567
emo_optimism_confidence,^IXIC__fwd_3m,431,-0.01909490340944891,0.6926175944816498,0.4679649729164567,0.9992476446617728,0.6222831866833397
emo_pessimism_despair,^VIX__fwd_1w,443,-0.018629918892159564,0.6957672888534078,0.089585144429875,0.9992476446617728,0.3471379049489903
share_anger_disgust,SPY__fwd_1w,443,-0.018625662901006125,0.6958333323348213,0.32439943389761666,0.9992476446617728,0.5192063104392267
share_optimism_confidence,^IXIC__fwd_1w,443,0.018602640809677242,0.6961906236411077,0.163240081833073,0.9992476446617728,0.4102018341468006
share_anger_disgust,BTC-USD__fwd_1m,441,-0.01850658362364817,0.6983354364893518,0.8828071593308442,0.9992476446617728,0.899956659765587
emo_optimism_confidence,QQQ__fwd_1w,443,-0.01841690007788154,0.6990756788328354,0.35285215998579206,0.9992476446617728,0.5478029783779422
cell_fear_anxiety__monetary_policy,SPY__fwd_1w,443,-0.018393749689397075,0.6994355716329279,0.05934478044207864,0.9992476446617728,0.2669054253694208
share_optimism_confidence,^VIX__fwd_1w,443,-0.018355098094346115,0.7000365940474623,0.08050680116167085,0.9992476446617728,0.32254660336385543
net_valence_mean,ETH-USD__fwd_3m,432,0.018436293394409112,0.7023772591033417,0.6265917215340171,0.9992476446617728,0.7314162764523019
emo_excitement_euphoria,^VIX__fwd_3m,431,0.018387256864120325,0.7034607696726478,0.8505991488382463,0.9992476446617728,0.8763685647687961
cell_fear_anxiety__monetary_policy,^GSPC__fwd_1w,443,-0.018128493709376536,0.7035639908528918,0.05974211614549032,0.9992476446617728,0.2669054253694208
cell_fear_anxiety__monetary_policy,GLD__fwd_1w,443,0.01806697672506301,0.7045226861176607,0.4530539842408857,0.9992476446617728,0.6124698550197593
share_anger_disgust,SPY__fwd_1m,440,0.0181243065781053,0.7045925635010064,0.23389871577065696,0.9992476446617728,0.465171729863045
share_anger_disgust,^GSPC__fwd_1m,440,0.018084213251352423,0.7052155300931576,0.23758199372977365,0.9992476446617728,0.465171729863045
emo_surprise,^VIX__fwd_1w,443,-0.017931495535319364,0.7066357055788156,0.09563109574232558,0.9992476446617728,0.35485601186962545
emo_confusion_uncertainty,GC=F__fwd_3m,431,0.0181158244452896,0.7076360372398682,0.4606758292016363,0.9992476446617728,0.6179593427094379
share_pessimism_despair,^IXIC__fwd_3m,431,0.017991554803618068,0.7095505323896745,0.30626817250161736,0.9992476446617728,0.5136878470212894
share_anger_disgust,QQQ__fwd_1m,440,0.01775892194721144,0.7102771291073575,0.1254095072753424,0.9992476446617728,0.3872186612940203
emo_excitement_euphoria,QQQ__fwd_1w,443,0.017563711799687985,0.7123831392181642,0.09719704349815793,0.9992476446617728,0.35485601186962545
cell_optimism_confidence__growth_gdp,QQQ__fwd_3m,431,0.017699140079804436,0.7140626634849343,0.009728010376957162,0.9992476446617728,0.10806380022046093
cell_fear_anxiety__inflation,GC=F__fwd_1m,440,0.01676001407076065,0.7258992714878217,0.597764317255733,0.9992476446617728,0.7149780183736288
share_pessimism_despair,^GSPC__fwd_1m,440,-0.016513986843311654,0.7297647472337891,0.1314506774302962,0.9992476446617728,0.3910054457136942
emo_surprise,SPY__fwd_1m,440,-0.016358095276817183,0.7322176033561896,0.16711926576351135,0.9992476446617728,0.4102018341468006
cell_optimism_confidence__growth_gdp,GC=F__fwd_1w,443,0.016259496573277805,0.7328939471907813,0.09734627571154697,0.9992476446617728,0.35485601186962545
cell_optimism_confidence__growth_gdp,GC=F__fwd_1m,440,0.016304543054652117,0.7330608450348755,0.21500575360311203,0.9992476446617728,0.4550458734818591
share_fear_anxiety,GC=F__fwd_1m,440,-0.016239606372603098,0.7340837789430775,0.7074220047177261,0.9992476446617728,0.775979691378221
mean_intensity,ETH-USD__fwd_1m,441,0.016118310606925947,0.7357055112033525,0.14168152587757404,0.9992476446617728,0.394363511648599
cell_anger_disgust__fiscal_taxes,^GSPC__fwd_3m,431,-0.01618052105429959,0.7376531947092303,0.003403526348586049,0.9992476446617728,0.07045299541573122
share_pessimism_despair,SPY__fwd_1m,440,-0.01595980910856952,0.7384967272495139,0.1338150790279403,0.9992476446617728,0.3910054457136942
share_excitement_euphoria,^IXIC__fwd_1w,443,0.015904196488321226,0.7385154211740843,0.9044477852481266,0.9992476446617728,0.9177484879723637
share_anger_disgust,GLD__fwd_1m,440,0.015926814588703462,0.7390176847702162,0.4744517846245035,0.9992476446617728,0.6224875437849707
emo_surprise,GLD__fwd_3m,431,0.016021627802810915,0.7401362142670099,0.35164492079486925,0.9992476446617728,0.5472969819890071
