week,ticker,net_val,n_fear,n_pairs,n_comments
2018-12-29,BAC,-0.5,0,1,1
2019-01-05,BAC,-0.5,0,1,1
2019-01-12,BAC,-1.5,0,3,1
2019-01-19,BAC,0.5,1,3,1
2019-01-26,BAC,-0.5,0,1,1
2019-03-02,BAC,1.25,0,4,2
2019-03-16,BAC,-0.5,0,1,1
2019-03-23,BAC,-0.5,0,3,2
2019-03-30,BAC,0.5,0,1,1
2019-04-06,BAC,-1.25,0,5,4
2019-04-20,BAC,-0.5,0,1,1
2019-04-27,BAC,-0.25,0,5,2
2019-05-04,BAC,-0.5,0,1,1
2019-05-11,BAC,-1.5,0,4,3
2019-05-25,BAC,-2.5,0,4,1
2019-06-01,BAC,-2.75,2,8,3
2019-06-22,BAC,-1.25,0,3,2
2019-07-20,BAC,-0.5,0,1,1
2019-08-03,BAC,-1.0,0,2,1
2019-08-10,BAC,-0.5,0,1,1
2019-08-17,BAC,-4.0,0,8,2
2019-08-24,BAC,-1.5,0,3,3
2019-08-31,BAC,-1.5,0,3,3
2019-09-14,BAC,-0.75,0,1,1
2019-09-28,BAC,-0.5,0,1,1
2019-10-05,BAC,-1.0,0,3,2
2019-10-12,BAC,0.0,0,1,1
2019-11-30,BAC,1.0,0,4,2
2019-12-07,BAC,-0.5,1,1,1
2019-12-14,BAC,-2.25,0,3,1
2019-12-28,BAC,1.0,0,2,1
2020-01-04,BAC,-1.25,2,7,3
2020-01-11,BAC,0.0,0,1,1
2020-01-18,BAC,-0.5,0,1,1
2020-02-08,BAC,-0.5,0,1,1
2020-02-15,BAC,3.5,0,5,1
2020-02-22,BAC,-0.5,0,2,2
2020-02-29,BAC,1.5,0,3,2
2020-03-07,BAC,-1.0,1,5,4
2020-03-14,BAC,-1.0,1,4,3
2020-03-21,BAC,-0.5,0,1,1
2020-03-28,BAC,0.5,0,5,3
2020-04-04,BAC,-5.38,4,13,4
2020-04-11,BAC,-6.25,0,14,4
2020-04-18,BAC,-4.0,0,13,5
2020-04-25,BAC,-2.5,0,5,1
2020-05-02,BAC,0.75,0,3,1
2020-05-23,BAC,0.5,0,1,1
2020-05-30,BAC,0.0,0,1,1
2020-06-06,BAC,0.5,0,1,1
2020-06-20,BAC,0.5,0,1,1
2020-06-27,BAC,-1.5,0,2,1
2020-07-04,BAC,-0.5,0,1,1
2020-07-18,BAC,-1.0,0,2,1
2020-08-01,BAC,0.5,0,6,3
2020-08-08,BAC,2.75,0,6,2
2020-08-15,BAC,2.25,0,8,3
2020-08-22,BAC,-0.75,0,5,2
2020-09-05,BAC,-1.5,0,4,2
2020-09-19,BAC,-2.0,0,3,1
2020-09-26,BAC,1.0,0,4,2
2020-10-10,BAC,0.0,0,1,1
2020-10-31,BAC,-1.0,0,2,1
2020-12-12,BAC,-5.5,0,8,1
2021-01-23,BAC,-0.13,0,5,5
2021-01-30,BAC,0.0,1,4,2
2021-02-06,BAC,-0.5,0,3,1
2021-02-13,BAC,1.0,0,4,2
2021-02-20,BAC,-0.5,2,6,3
2021-02-27,BAC,-5.75,0,9,2
2021-03-20,BAC,0.5,0,3,3
2021-03-27,BAC,-2.25,0,4,1
2021-04-10,BAC,0.0,0,1,1
2021-05-01,BAC,-1.0,0,2,2
2021-05-15,BAC,-0.25,0,1,1
2021-05-22,BAC,-1.0,0,2,1
2021-06-05,BAC,-1.0,0,2,1
2021-06-19,BAC,-0.5,0,1,1
2021-06-26,BAC,0.0,0,3,1
2021-07-17,BAC,0.25,0,1,1
2021-08-07,BAC,0.5,0,1,1
2021-08-21,BAC,-0.5,1,2,2
2021-09-11,BAC,-0.75,0,1,1
2021-10-02,BAC,-0.5,0,2,2
2021-10-09,BAC,-0.5,0,1,1
2021-10-16,BAC,0.0,0,5,3
2021-10-23,BAC,-0.5,0,1,1
2021-11-13,BAC,-1.0,0,2,1
2021-11-27,BAC,-0.75,0,1,1
2022-01-08,BAC,0.0,0,1,1
2022-01-22,BAC,0.0,2,5,2
2022-02-12,BAC,-0.5,1,1,1
2022-03-12,BAC,-0.5,0,1,1
2022-03-19,BAC,-0.25,0,1,1
2022-03-26,BAC,-0.25,0,1,1
2022-04-02,BAC,-0.5,0,1,1
2022-04-16,BAC,-1.0,0,2,1
2022-04-23,BAC,1.25,0,3,1
2022-05-14,BAC,-1.0,0,2,1
2022-05-28,BAC,0.0,0,1,1
2022-06-11,BAC,0.0,0,2,2
2022-07-02,BAC,-1.0,0,2,2
2022-07-09,BAC,-0.5,0,1,1
2022-08-27,BAC,-0.5,0,2,1
2022-09-10,BAC,0.5,0,1,1
2022-10-01,BAC,-1.0,0,5,3
2022-10-15,BAC,-4.75,5,9,2
2022-10-22,BAC,-0.5,0,1,1
2022-10-29,BAC,-2.25,0,4,2
2022-11-12,BAC,-0.75,0,1,1
2022-11-26,BAC,-0.5,0,1,1
2022-12-03,BAC,-0.5,0,1,1
2022-12-24,BAC,-3.0,0,5,3
2023-01-07,BAC,-1.0,0,2,1
2023-01-14,BAC,-0.5,0,1,1
2023-01-21,BAC,-1.5,0,3,1
2023-01-28,BAC,-0.25,1,1,1
2023-03-04,BAC,2.0,0,4,2
2023-03-11,BAC,-4.25,4,9,6
2023-03-18,BAC,-1.25,0,4,3
2023-03-25,BAC,-1.25,0,8,6
2023-04-01,BAC,-0.5,0,1,1
2023-04-08,BAC,0.0,0,1,1
2023-04-15,BAC,-0.5,0,3,2
2023-04-22,BAC,0.0,0,1,1
2023-04-29,BAC,-2.25,3,6,2
2023-05-13,BAC,1.12,1,4,3
2023-05-20,BAC,-0.75,0,1,1
2023-06-03,BAC,-0.5,1,1,1
2023-07-01,BAC,-0.25,1,1,1
2023-07-08,BAC,0.5,0,1,1
2023-07-22,BAC,-0.5,0,1,1
2023-08-19,BAC,-2.25,0,3,1
2023-09-02,BAC,-0.5,0,2,2
2023-09-16,BAC,0.5,0,1,1
2023-09-30,BAC,0.0,0,1,1
2023-10-14,BAC,-1.25,0,3,2
2023-10-21,BAC,-1.5,1,5,2
2023-11-18,BAC,0.5,0,1,1
2023-11-25,BAC,-0.25,0,3,1
2024-01-13,BAC,-1.25,1,2,2
2024-02-03,BAC,-1.25,0,2,1
2024-02-10,BAC,-1.5,0,3,2
2024-02-17,BAC,-1.0,0,2,1
2024-02-24,BAC,0.0,0,1,1
2024-03-16,BAC,-0.5,0,3,3
2024-04-27,BAC,0.0,0,1,1
2024-06-08,BAC,-0.5,0,1,1
2024-06-15,BAC,0.5,0,1,1
2024-06-29,BAC,-1.25,0,2,2
2024-07-13,BAC,-0.75,1,2,1
2024-07-27,BAC,-0.5,0,1,1
2024-08-03,BAC,0.0,0,1,1
2024-08-24,BAC,0.0,0,2,2
2024-08-31,BAC,-0.25,0,1,1
2024-09-14,BAC,-1.0,0,2,2
2024-10-05,BAC,-2.5,5,5,2
2024-10-19,BAC,0.5,0,1,1
2024-11-16,BAC,-1.75,1,4,1
2024-11-23,BAC,0.0,1,2,1
2024-12-07,BAC,-0.75,0,1,1
2024-12-14,BAC,-2.0,0,4,2
2024-12-28,BAC,-0.5,0,1,1
2025-01-04,BAC,-2.5,0,5,2
2025-01-11,BAC,1.75,0,3,1
2025-01-18,BAC,-5.0,0,8,2
2025-02-01,BAC,-1.5,1,3,1
2025-02-08,BAC,-2.5,0,5,3
2025-02-22,BAC,-1.0,0,2,2
2025-03-01,BAC,-0.5,0,1,1
2025-03-08,BAC,-0.5,0,1,1
2025-04-12,BAC,-1.0,2,2,1
2025-04-19,BAC,-2.25,2,7,4
2025-05-03,BAC,-1.0,2,2,1
2025-05-10,BAC,-2.0,3,6,2
2025-05-31,BAC,-2.5,0,5,3
2025-06-28,BAC,-1.5,0,4,2
2025-07-05,BAC,-1.75,2,5,3
2025-07-19,BAC,1.0,0,2,1
2025-08-16,BAC,-0.5,1,2,1
2025-09-13,BAC,0.5,0,1,1
2025-09-20,BAC,1.0,0,2,1
2025-10-04,BAC,-0.5,0,2,2
2025-10-11,BAC,-0.5,0,1,1
2025-11-29,BAC,-0.75,0,1,1
2025-12-13,BAC,-1.0,0,2,1
2025-12-27,BAC,-1.5,0,3,1
2026-01-03,BAC,0.5,0,1,1
2026-01-24,BAC,-0.5,0,1,1
2026-02-07,BAC,1.0,0,2,1
2026-02-14,BAC,-0.5,1,1,1
2026-04-11,BAC,-0.5,0,1,1
2026-04-25,BAC,-0.5,0,1,1
2026-05-09,BAC,-1.5,1,2,1
2026-05-16,BAC,0.5,0,1,1
2017-12-30,COIN,0.25,1,6,4
2018-01-06,COIN,-1.13,4,19,12
2018-01-13,COIN,-4.0,0,11,6
2018-01-20,COIN,-1.0,2,2,1
2018-01-27,COIN,-3.5,3,9,5
2018-02-03,COIN,-5.75,0,15,9
2018-02-10,COIN,0.88,0,2,2
2018-02-17,COIN,-8.5,2,16,5
2018-03-03,COIN,1.0,0,2,1
2018-03-10,COIN,1.5,0,3,1
2018-03-24,COIN,-0.5,0,1,1
2018-04-28,COIN,-1.25,0,2,2
2018-05-19,COIN,-1.5,0,6,6
2018-06-16,COIN,0.0,0,2,2
2018-06-23,COIN,0.5,0,1,1
2018-08-04,COIN,0.5,0,3,1
2018-08-11,COIN,-2.0,0,4,3
2018-08-25,COIN,1.0,0,2,1
2018-09-08,COIN,-3.75,1,10,4
2018-09-15,COIN,-2.5,0,4,2
2018-09-22,COIN,0.25,0,3,1
2018-10-06,COIN,0.5,0,1,1
2018-10-27,COIN,0.5,0,2,2
2018-11-17,COIN,-0.5,0,2,2
2018-11-24,COIN,-1.5,0,3,1
2018-12-15,COIN,-0.5,0,9,6
2018-12-22,COIN,-3.5,0,5,2
2018-12-29,COIN,-0.25,0,3,1
2019-02-02,COIN,-1.25,0,2,1
2019-02-09,COIN,0.0,0,1,1
2019-02-23,COIN,0.0,0,1,1
2019-03-02,COIN,-3.5,0,9,1
2019-03-16,COIN,-0.5,1,2,1
2019-03-23,COIN,-0.75,1,4,3
2019-04-06,COIN,0.0,0,1,1
2019-04-27,COIN,-0.5,0,1,1
2019-05-11,COIN,0.0,0,2,1
2019-05-18,COIN,-2.5,0,11,3
2019-06-01,COIN,-6.0,0,10,3
2019-06-08,COIN,1.0,0,2,1
2019-06-22,COIN,0.0,0,6,5
2019-07-13,COIN,-0.75,1,2,2
2019-07-20,COIN,-2.5,0,12,9
2019-07-27,COIN,-2.5,1,7,6
2019-08-03,COIN,-2.25,0,3,2
2019-08-17,COIN,-2.0,0,6,2
2019-09-07,COIN,0.5,0,1,1
2019-10-12,COIN,1.75,1,4,1
2019-10-26,COIN,-0.5,0,1,1
2019-11-09,COIN,-1.5,0,3,1
2019-11-23,COIN,-2.0,0,3,2
2019-12-28,COIN,-1.75,0,3,1
2020-01-11,COIN,-1.25,0,2,2
2020-02-01,COIN,0.75,0,1,1
2020-02-08,COIN,-2.0,0,4,3
2020-02-15,COIN,-1.75,0,3,1
2020-02-22,COIN,-1.75,3,7,3
2020-02-29,COIN,-1.75,0,3,3
2020-03-07,COIN,-2.75,0,6,2
2020-03-21,COIN,-1.0,0,2,1
2020-04-04,COIN,-1.25,0,4,2
2020-04-11,COIN,-3.75,2,7,3
2020-04-25,COIN,-2.25,1,4,2
2020-05-02,COIN,-0.75,0,3,3
2020-05-09,COIN,-1.0,0,3,1
2020-05-16,COIN,1.0,0,3,3
2020-05-23,COIN,-0.5,1,2,2
2020-05-30,COIN,-1.0,0,2,2
2020-06-06,COIN,-1.0,0,4,2
2020-06-13,COIN,-1.0,0,3,2
2020-06-20,COIN,0.5,0,1,1
2020-07-04,COIN,0.5,0,5,4
2020-07-11,COIN,0.5,0,1,1
2020-07-25,COIN,0.0,0,3,2
2020-08-01,COIN,-1.5,0,3,1
2020-08-08,COIN,0.5,0,1,1
2020-08-22,COIN,-0.25,0,9,6
2020-09-05,COIN,-0.5,0,2,1
2020-09-12,COIN,1.0,0,2,1
2020-10-17,COIN,-0.5,0,8,4
2020-10-24,COIN,0.5,0,2,2
2020-10-31,COIN,-1.0,0,2,1
2020-11-07,COIN,-2.75,1,10,4
2020-11-14,COIN,-4.5,0,13,8
2020-11-21,COIN,-1.5,0,3,3
2020-11-28,COIN,0.0,2,7,4
2020-12-05,COIN,-2.5,1,6,2
2020-12-12,COIN,-1.0,2,31,23
2020-12-19,COIN,-5.25,1,68,50
2020-12-26,COIN,-4.0,0,11,6
2021-01-02,COIN,2.0,2,25,13
2021-01-09,COIN,-1.5,0,8,4
2021-01-16,COIN,2.0,0,6,4
2021-01-23,COIN,-11.25,4,31,23
2021-01-30,COIN,-1.63,5,42,24
2021-02-06,COIN,-7.75,1,22,15
2021-02-13,COIN,-8.879999999999999,5,74,38
2021-02-20,COIN,-10.25,1,42,31
2021-02-27,COIN,-19.5,8,89,53
2021-03-06,COIN,2.25,0,17,11
2021-03-13,COIN,-0.75,0,7,6
2021-03-20,COIN,1.0,0,7,3
2021-03-27,COIN,-2.5,0,15,12
2021-04-03,COIN,-3.5,7,68,41
2021-04-10,COIN,-22.5,8,146,85
2021-04-17,COIN,-6.75,5,35,20
2021-04-24,COIN,0.0,0,7,3
2021-05-01,COIN,-0.5,0,12,7
2021-05-08,COIN,-6.88,6,45,27
2021-05-15,COIN,-19.0,2,52,26
2021-05-22,COIN,-30.0,7,71,46
2021-05-29,COIN,-4.13,0,23,16
2021-06-05,COIN,-1.5,1,3,2
2021-06-12,COIN,-3.0,0,7,6
2021-06-19,COIN,-2.75,1,8,5
2021-06-26,COIN,0.75,2,10,6
2021-07-03,COIN,-4.25,0,9,7
2021-07-10,COIN,-2.25,2,4,3
2021-07-17,COIN,-1.0,1,2,1
2021-07-24,COIN,0.5,0,2,2
2021-07-31,COIN,-0.62,2,9,6
2021-08-07,COIN,-2.37,0,44,28
2021-08-14,COIN,-0.25,0,1,1
2021-08-21,COIN,1.5,0,4,2
2021-08-28,COIN,-0.5,0,1,1
2021-09-04,COIN,-5.25,2,22,8
2021-09-18,COIN,-1.5,0,8,3
2021-09-25,COIN,-16.75,2,39,29
2021-10-02,COIN,-12.5,3,38,27
2021-10-09,COIN,-2.25,4,14,7
2021-10-16,COIN,-0.75,2,3,2
2021-10-23,COIN,-1.5,0,5,5
2021-10-30,COIN,-5.25,2,23,16
2021-11-06,COIN,-1.0,0,9,8
2021-11-13,COIN,0.0,0,10,6
2021-11-20,COIN,0.0,0,7,5
2021-11-27,COIN,-2.25,1,8,8
2021-12-04,COIN,0.0,0,1,1
2021-12-11,COIN,-3.0,0,9,7
2021-12-25,COIN,-1.75,1,6,5
2022-01-08,COIN,-3.0,1,12,6
2022-01-15,COIN,2.25,1,9,5
2022-01-22,COIN,-1.0,1,5,3
2022-01-29,COIN,-2.25,2,5,2
2022-02-05,COIN,-3.0,0,12,4
2022-02-12,COIN,1.0,0,2,1
2022-02-19,COIN,-2.0,0,13,10
2022-03-05,COIN,0.75,0,2,1
2022-03-12,COIN,0.0,0,2,2
2022-03-19,COIN,-10.75,4,45,26
2022-03-26,COIN,-7.0,2,14,7
2022-04-02,COIN,-2.0,1,8,3
2022-04-09,COIN,-0.5,0,5,4
2022-04-23,COIN,-5.75,0,15,7
2022-04-30,COIN,-12.25,0,24,7
2022-05-07,COIN,-2.0,4,27,12
2022-05-14,COIN,-8.25,1,34,18
2022-05-21,COIN,-1.0,1,4,2
2022-05-28,COIN,-0.25,0,4,3
2022-06-04,COIN,-1.75,1,3,2
2022-06-11,COIN,-5.5,2,14,10
2022-06-18,COIN,-0.5,0,2,2
2022-06-25,COIN,-0.5,1,2,1
2022-07-02,COIN,-0.5,0,1,1
2022-07-09,COIN,0.0,0,1,1
2022-07-16,COIN,-1.0,0,2,2
2022-07-23,COIN,-0.5,0,1,1
2022-09-03,COIN,-0.5,0,7,3
2022-09-17,COIN,-0.5,0,4,2
2022-09-24,COIN,-2.75,0,5,2
2022-10-08,COIN,-2.25,0,4,1
2022-10-29,COIN,-3.75,0,6,2
2022-11-05,COIN,-2.75,1,15,12
2022-11-12,COIN,-6.75,2,29,19
2022-11-19,COIN,-1.0,0,6,3
2022-11-26,COIN,1.0,0,2,1
2022-12-10,COIN,-4.25,0,7,2
2022-12-17,COIN,-7.5,5,19,9
2023-01-07,COIN,-14.75,2,32,16
2023-01-21,COIN,-0.5,0,1,1
2023-02-04,COIN,1.5,0,2,1
2023-02-11,COIN,-0.5,0,4,2
2023-02-18,COIN,0.75,0,1,1
2023-03-04,COIN,-0.25,0,6,4
2023-03-11,COIN,-1.5,3,3,1
2023-03-18,COIN,-4.0,3,8,4
2023-03-25,COIN,0.0,0,2,2
2023-04-01,COIN,-0.5,0,1,1
2023-04-15,COIN,-1.25,0,2,1
2023-04-22,COIN,-5.25,0,12,3
2023-04-29,COIN,-0.5,0,1,1
2023-05-13,COIN,0.5,0,1,1
2023-06-03,COIN,-4.0,1,8,5
2023-06-10,COIN,-0.5,0,1,1
2023-06-17,COIN,-3.0,0,6,4
2023-06-24,COIN,1.0,0,4,2
2023-08-12,COIN,-2.0,4,6,4
2023-08-19,COIN,-2.5,0,5,2
2023-08-26,COIN,-3.75,2,6,2
2023-09-09,COIN,-0.5,0,3,3
2023-09-16,COIN,-3.75,4,8,6
2023-09-30,COIN,1.25,0,2,1
2023-10-14,COIN,-2.5,1,6,2
2023-10-28,COIN,-0.25,0,6,5
2023-11-11,COIN,-0.5,0,1,1
2023-11-25,COIN,-1.0,0,6,5
2023-12-02,COIN,0.5,0,8,3
2023-12-30,COIN,-2.0,0,6,5
2024-01-06,COIN,-3.0,4,19,11
2024-01-13,COIN,1.5,0,8,5
2024-01-27,COIN,0.25,0,1,1
2024-02-03,COIN,-1.0,1,6,4
2024-02-10,COIN,0.75,0,3,2
2024-02-17,COIN,-1.25,0,4,2
2024-02-24,COIN,-0.5,3,5,4
2024-03-02,COIN,-1.5,0,3,3
2024-03-09,COIN,-1.25,1,9,6
2024-03-16,COIN,-1.5,0,5,3
2024-03-23,COIN,-2.5,0,6,3
2024-03-30,COIN,0.5,0,1,1
2024-04-06,COIN,-1.5,0,6,4
2024-04-13,COIN,-1.0,0,5,3
2024-04-27,COIN,-1.25,0,3,2
2024-05-04,COIN,-1.0,0,2,1
2024-06-08,COIN,-2.25,3,10,6
2024-06-15,COIN,-5.5,1,8,3
2024-06-29,COIN,2.0,0,5,3
2024-07-13,COIN,-0.5,1,3,2
2024-07-20,COIN,-1.25,1,5,2
2024-08-10,COIN,1.5,0,2,1
2024-08-17,COIN,0.0,2,5,3
2024-08-31,COIN,-1.0,2,2,1
2024-09-07,COIN,-0.5,0,1,1
2024-09-28,COIN,-4.25,0,7,3
2024-10-05,COIN,1.25,0,3,3
2024-10-26,COIN,-0.5,0,1,1
2024-11-02,COIN,0.0,0,1,1
2024-11-09,COIN,-0.75,0,3,3
2024-11-16,COIN,-1.0,1,7,7
2024-11-23,COIN,-0.75,0,9,7
2024-11-30,COIN,-4.0,0,9,5
2024-12-07,COIN,0.5,0,6,4
2024-12-14,COIN,-1.62,1,5,3
2024-12-21,COIN,-1.5,2,8,3
2024-12-28,COIN,-0.75,0,2,2
2025-01-04,COIN,1.75,1,7,5
2025-01-11,COIN,-11.0,2,25,14
2025-01-25,COIN,1.25,0,3,3
2025-02-08,COIN,-1.63,0,3,3
2025-02-15,COIN,-1.0,0,2,1
2025-02-22,COIN,-1.13,0,3,3
2025-03-01,COIN,-1.0,0,4,1
2025-03-08,COIN,-1.5,0,6,2
2025-03-29,COIN,-0.75,0,2,2
2025-04-05,COIN,-1.5,0,3,1
2025-04-19,COIN,-0.5,1,1,1
2025-04-26,COIN,-0.25,0,1,1
2025-05-10,COIN,-3.0,0,7,4
2025-05-31,COIN,-3.5,4,13,5
2025-06-14,COIN,-2.25,0,7,3
2025-06-21,COIN,-0.5,1,3,1
2025-07-05,COIN,-0.5,1,1,1
2025-07-12,COIN,-5.25,1,20,9
2025-07-19,COIN,-1.0,2,2,1
2025-07-26,COIN,-1.5,0,5,2
2025-08-09,COIN,-0.5,0,7,3
2025-08-16,COIN,-0.5,0,1,1
2025-08-30,COIN,-0.5,1,4,3
2025-09-06,COIN,0.75,0,4,3
2025-09-13,COIN,0.5,0,1,1
2025-09-27,COIN,-1.0,0,2,2
2025-10-04,COIN,-0.5,0,1,1
2025-10-11,COIN,-3.25,0,10,5
2025-10-18,COIN,-1.75,6,10,5
2025-10-25,COIN,0.25,0,1,1
2025-11-15,COIN,-0.25,0,2,1
2025-12-06,COIN,0.5,0,5,4
2025-12-13,COIN,-1.0,0,2,1
2025-12-20,COIN,-1.0,0,2,1
2025-12-27,COIN,-2.25,0,5,3
2026-01-10,COIN,-0.5,0,1,1
2026-01-24,COIN,-0.75,0,1,1
2026-01-31,COIN,-0.5,0,2,1
2026-02-07,COIN,0.5,0,1,1
2026-02-14,COIN,-0.25,0,1,1
2026-03-21,COIN,0.5,0,1,1
2026-03-28,COIN,-0.5,0,1,1
2026-04-11,COIN,-0.5,0,2,1
2026-05-09,COIN,0.0,0,2,1
2026-05-30,COIN,-0.5,1,1,1
2026-06-13,COIN,-0.25,1,7,4
2018-01-06,COST,1.25,0,6,3
2018-01-13,COST,-1.5,0,5,3
2018-01-27,COST,-2.5,0,5,2
2018-02-03,COST,-0.5,0,2,2
2018-02-10,COST,-2.0,0,4,1
2018-02-17,COST,5.0,0,19,14
2018-02-24,COST,0.25,0,1,1
2018-03-03,COST,-0.5,0,1,1
2018-04-14,COST,-0.75,0,2,2
2018-04-21,COST,-3.25,3,12,6
2018-05-05,COST,-0.25,1,1,1
2018-05-19,COST,-0.25,0,2,2
2018-05-26,COST,0.75,0,16,12
2018-06-02,COST,-0.5,0,2,2
2018-06-09,COST,1.5,0,3,1
2018-07-14,COST,-0.5,0,3,3
2018-07-21,COST,-1.0,0,3,1
2018-08-18,COST,0.0,0,2,1
2018-08-25,COST,-3.75,0,5,1
2018-09-01,COST,0.0,0,1,1
2018-09-08,COST,-1.75,0,3,2
2018-09-15,COST,-0.25,0,1,1
2018-09-29,COST,0.5,0,3,1
2018-10-06,COST,1.0,0,2,1
2018-10-20,COST,-0.25,0,1,1
2018-11-10,COST,-1.0,0,2,1
2018-11-17,COST,0.0,0,1,1
2018-12-08,COST,-0.5,0,1,1
2019-01-05,COST,-0.5,0,2,2
2019-02-02,COST,0.25,0,2,2
2019-02-09,COST,-0.5,0,6,5
2019-02-16,COST,-0.25,0,1,1
2019-02-23,COST,-1.0,0,3,2
2019-03-02,COST,-0.5,0,60,41
2019-03-09,COST,-2.0,1,5,5
2019-03-23,COST,-8.0,0,13,8
2019-04-06,COST,-1.0,0,6,6
2019-04-13,COST,-2.5,0,5,2
2019-04-20,COST,-0.5,0,3,1
2019-04-27,COST,0.25,1,8,5
2019-05-11,COST,1.5,0,3,1
2019-05-25,COST,-2.0,0,3,1
2019-06-01,COST,0.5,0,3,3
2019-06-08,COST,-1.75,0,3,1
2019-06-15,COST,0.5,0,4,1
2019-06-22,COST,-0.25,2,8,3
2019-07-06,COST,0.5,0,3,3
2019-07-13,COST,0.25,0,4,3
2019-07-27,COST,-0.5,0,1,1
2019-08-10,COST,0.25,0,3,2
2019-08-17,COST,-0.5,0,1,1
2019-08-24,COST,-3.0,0,6,6
2019-09-07,COST,-1.25,2,3,2
2019-09-28,COST,0.5,0,4,2
2019-10-19,COST,-1.5,0,3,1
2019-10-26,COST,0.5,0,1,1
2019-11-02,COST,-1.75,0,3,1
2019-11-09,COST,0.0,0,4,3
2019-11-16,COST,1.5,0,5,5
2019-11-23,COST,0.75,0,6,6
2019-12-07,COST,0.0,0,1,1
2019-12-14,COST,-0.5,0,3,2
2019-12-21,COST,-1.5,3,3,1
2019-12-28,COST,0.5,0,2,2
2020-01-04,COST,-0.5,0,2,1
2020-01-11,COST,0.25,0,2,2
2020-01-18,COST,0.25,0,3,2
2020-02-08,COST,-1.0,0,2,1
2020-02-15,COST,-0.25,0,1,1
2020-02-22,COST,-0.25,0,6,5
2020-02-29,COST,-6.75,7,27,17
2020-03-07,COST,-1.5,6,27,12
2020-03-14,COST,-3.25,0,16,15
2020-03-21,COST,-1.0,3,11,7
2020-03-28,COST,0.0,1,5,3
2020-04-04,COST,-8.5,0,18,12
2020-04-11,COST,-2.25,1,11,7
2020-04-18,COST,-6.0,6,21,13
2020-04-25,COST,-0.5,0,1,1
2020-05-02,COST,-2.0,0,6,3
2020-05-09,COST,0.5,0,1,1
2020-05-16,COST,-1.0,0,8,4
2020-05-23,COST,2.5,0,5,2
2020-05-30,COST,0.5,2,5,1
2020-06-06,COST,-4.0,0,7,2
2020-06-13,COST,-0.5,0,1,1
2020-06-20,COST,-1.5,0,5,5
2020-07-04,COST,-0.5,1,1,1
2020-07-11,COST,-0.5,0,2,2
2020-07-25,COST,-1.25,0,3,2
2020-08-01,COST,-0.5,0,1,1
2020-08-15,COST,-1.5,0,3,1
2020-08-22,COST,-0.5,0,1,1
2020-08-29,COST,0.0,0,1,1
2020-09-05,COST,9.5,0,30,21
2020-09-12,COST,-0.25,0,2,2
2020-09-19,COST,1.25,2,16,11
2020-09-26,COST,1.0,0,2,2
2020-10-10,COST,-1.0,0,3,2
2020-10-17,COST,1.0,0,6,3
2020-10-24,COST,2.5,0,7,5
2020-11-07,COST,-1.0,0,15,14
2020-11-14,COST,-1.13,0,32,23
2020-11-21,COST,-0.25,0,8,4
2020-11-28,COST,-0.5,0,1,1
