date,n,dead,removed,dead_rate,removed_rate
2025-12-05,16008,2777,2749,0.17347576211894053,0.17172663668165916
2025-12-12,12839,2397,2369,0.18669678323856997,0.1845159280317782
2025-12-19,12480,1917,1890,0.15360576923076924,0.15144230769230768
2025-12-26,12705,1983,1966,0.15608028335301063,0.1547422274695002
2026-01-02,11535,1684,1664,0.1459904638058084,0.14425661031642825
2026-01-09,14720,2368,2332,0.1608695652173913,0.15842391304347825
2026-01-16,14453,2635,2596,0.1823150902926728,0.17961668857676608
2026-01-23,16536,3321,3295,0.2008345428156749,0.19926221577164974
2026-01-30,13463,2605,2581,0.1934932778726881,0.19171061427616432
2026-02-06,13588,2710,2672,0.199440682955549,0.19664409773329408
2026-02-13,17282,3733,3718,0.21600509200324036,0.21513713690545075
2026-02-20,16794,3032,2988,0.18054066928665,0.17792068595927116
2026-02-27,13437,2380,2352,0.17712286968817445,0.17503907122125476
2026-03-06,13820,2561,2509,0.18531114327062229,0.18154848046309696
2026-03-13,16881,3007,2950,0.17812925774539423,0.1747526805284047
2026-03-20,10523,2028,1989,0.19272070702271216,0.1890145395799677
2026-03-27,9148,1579,1551,0.1726060341058155,0.1695452557936161
2026-04-03,10468,1758,1719,0.16794038975926634,0.1642147497134123
2026-04-10,12383,2091,2067,0.16886053460389244,0.1669223936041347
2026-04-17,11953,1902,1861,0.15912323266125658,0.1556931314314398
2026-04-24,9816,1557,1534,0.15861858190709047,0.1562754686226569
2026-05-01,11472,1807,1785,0.1575139470013947,0.15559623430962344
2026-05-08,9775,1570,1546,0.16061381074168798,0.15815856777493606
2026-05-15,15426,2745,2691,0.1779463243873979,0.17444574095682613
2026-05-22,9471,1738,1709,0.1835075493612079,0.18044557068947312
2026-05-29,12503,1812,1791,0.14492521794769256,0.14324562105094776
2026-06-05,15850,2276,2230,0.14359621451104101,0.14069400630914827
2026-06-12,13216,2037,2007,0.1541313559322034,0.15186138014527845
2026-06-19,8750,1138,1114,0.13005714285714284,0.1273142857142857
2026-06-26,15722,2672,2638,0.1699529321969215,0.16779035746088283
2026-07-03,9385,1275,1241,0.13585508790623335,0.13223228556206712
