date,n_pairs,net_valence,net_valence_mean,mean_intensity,emo_optimism_confidence,share_optimism_confidence,emo_excitement_euphoria,share_excitement_euphoria,emo_fear_anxiety,share_fear_anxiety,emo_pessimism_despair,share_pessimism_despair,emo_anger_disgust,share_anger_disgust,emo_confusion_uncertainty,share_confusion_uncertainty,emo_surprise,share_surprise,cell_fear_anxiety__inflation,cell_fear_anxiety__monetary_policy,cell_optimism_confidence__growth_gdp,cell_fear_anxiety__markets_themselves,cell_anger_disgust__fiscal_taxes,cell_optimism_confidence__corporate_earnings
2023-02-10,7297,-3372.99,-0.46224338769357265,0.5534027682609292,472,0.06468411676031245,51,0.006989173632999863,345,0.04727970398794025,1111,0.1522543511031931,4877,0.6683568589831438,306,0.04193504179799918,135,0.0185007537344114,3.5,13.75,14.38,5.75,918.84,1.75
2023-02-17,7322,-3321.98,-0.45369844304834744,0.5491846490030047,500,0.06828735318219066,84,0.011472275334608031,342,0.04670854957661841,1119,0.1528270964217427,4900,0.6692160611854685,285,0.038923791313848675,91,0.0124282982791587,12.5,13.25,7.5,17.5,846.25,2.0
2023-02-24,6666,-2970.23,-0.44557905790579055,0.5455160516051605,461,0.06915691569156916,71,0.01065106510651065,238,0.035703570357035704,1115,0.16726672667266726,4373,0.656015601560156,264,0.039603960396039604,144,0.021602160216021602,6.88,5.0,8.75,3.0,540.4,1.5
2023-03-03,9205,-4148.78,-0.4507093970668115,0.5499054861488322,630,0.06844106463878327,86,0.009342748506246605,325,0.03530689842476915,1572,0.17077675176534493,5999,0.6517110266159696,403,0.04378055404671374,190,0.020640956002172733,7.25,13.0,11.5,7.5,1104.42,3.25
2023-03-10,8584,-3948.06,-0.4599324324324324,0.5531349021435228,534,0.06220876048462255,84,0.0097856477166822,317,0.0369291705498602,1428,0.16635601118359739,5694,0.6633271202236719,379,0.044151910531220875,148,0.017241379310344827,3.75,18.25,8.25,20.25,881.12,2.0
2023-03-17,10497,-4685.52,-0.4463675335810232,0.550720205773078,738,0.07030580165761646,90,0.008573878250928837,680,0.06478041345146232,1411,0.13441935791178433,6809,0.6486615223397161,576,0.05487282080594456,193,0.018386205582547395,14.0,58.25,4.25,156.49,766.23,5.75
2023-03-24,10851,-5008.5,-0.46157036217860103,0.5536752373053175,706,0.06506312782232053,95,0.008754953460510553,411,0.03787669339231407,1930,0.17786379135563543,7106,0.6548705188461893,438,0.04036494332319602,165,0.015205971799834116,9.25,60.25,8.25,37.14,523.48,0.5
2023-03-31,8643,-3726.08,-0.43110956843688536,0.5410204790003471,634,0.07335415943538123,109,0.012611361795672798,410,0.04743723244243897,1491,0.17250954529677195,5407,0.6255929654055304,406,0.04697443017470786,185,0.021404604882563925,8.75,19.5,6.75,19.5,486.62,2.88
2023-04-07,5196,-2248.31,-0.4327001539645881,0.5414722863741339,383,0.07371054657428791,52,0.010007698229407237,254,0.04888375673595073,803,0.15454195535026943,3321,0.6391454965357968,281,0.05408006158583526,102,0.019630484988452657,4.75,16.38,9.0,16.13,386.37,4.25
2023-04-14,5032,-2121.57,-0.4216156597774245,0.5362460254372019,415,0.08247217806041335,46,0.009141494435612083,224,0.04451510333863275,884,0.17567567567567569,3098,0.6156597774244833,285,0.05663751987281399,80,0.01589825119236884,10.38,12.88,9.25,14.01,303.63,3.75
